hyperedge_id,hyperedge_type,image_name,hyperedge_weight
HE_000000,knn,z_84_01493.png,0.021792495961230292
HE_000000,knn,z_82_01493.png,0.021792495961230292
HE_000000,knn,z_80_00113.png,0.021792495961230292
HE_000000,knn,z_88_01149.png,0.021792495961230292
HE_000000,knn,z_86_01516.png,0.021792495961230292
HE_000000,knn,z_84_01624.png,0.021792495961230292
HE_000000,knn,z_82_00113.png,0.021792495961230292
HE_000000,knn,z_86_01203.png,0.021792495961230292
HE_000000,knn,z_84_01516.png,0.021792495961230292
HE_000000,knn,z_82_01203.png,0.021792495961230292
HE_000000,knn,z_90_00419.png,0.021792495961230292
HE_000001,knn,z_88_00157.png,0.018491085205311106
HE_000001,knn,z_80_01526.png,0.018491085205311106
HE_000001,knn,z_82_01624.png,0.018491085205311106
HE_000001,knn,z_84_00258.png,0.018491085205311106
HE_000001,knn,z_90_00157.png,0.018491085205311106
HE_000001,knn,z_86_01536.png,0.018491085205311106
HE_000001,knn,z_86_01318.png,0.018491085205311106
HE_000001,knn,z_90_00258.png,0.018491085205311106
HE_000001,knn,z_90_01318.png,0.018491085205311106
HE_000001,knn,z_90_00780.png,0.018491085205311106
HE_000001,knn,z_86_00157.png,0.018491085205311106
HE_000002,knn,z_84_00658.png,0.014231910519227496
HE_000002,knn,z_84_00544.png,0.014231910519227496
HE_000002,knn,z_80_00170.png,0.014231910519227496
HE_000002,knn,z_80_01116.png,0.014231910519227496
HE_000002,knn,z_88_00544.png,0.014231910519227496
HE_000002,knn,z_84_00262.png,0.014231910519227496
HE_000002,knn,z_86_00658.png,0.014231910519227496
HE_000002,knn,z_82_00544.png,0.014231910519227496
HE_000002,knn,z_82_00658.png,0.014231910519227496
HE_000002,knn,z_88_01116.png,0.014231910519227496
HE_000002,knn,z_90_01116.png,0.014231910519227496
HE_000003,knn,z_86_01468.png,0.03532054342216467
HE_000003,knn,z_90_00024.png,0.03532054342216467
HE_000003,knn,z_84_01468.png,0.03532054342216467
HE_000003,knn,z_86_01178.png,0.03532054342216467
HE_000003,knn,z_90_01468.png,0.03532054342216467
HE_000003,knn,z_90_01317.png,0.03532054342216467
HE_000003,knn,z_82_01178.png,0.03532054342216467
HE_000003,knn,z_82_01468.png,0.03532054342216467
HE_000003,knn,z_80_00589.png,0.03532054342216467
HE_000003,knn,z_88_01468.png,0.03532054342216467
HE_000003,knn,z_82_01646.png,0.03532054342216467
HE_000004,knn,z_84_01341.png,0.006483591632298472
HE_000004,knn,z_86_01493.png,0.006483591632298472
HE_000004,knn,z_84_01132.png,0.006483591632298472
HE_000004,knn,z_84_00332.png,0.006483591632298472
HE_000004,knn,z_82_00329.png,0.006483591632298472
HE_000004,knn,z_86_00292.png,0.006483591632298472
HE_000004,knn,z_86_00419.png,0.006483591632298472
HE_000004,knn,z_84_00292.png,0.006483591632298472
HE_000004,knn,z_90_00373.png,0.006483591632298472
HE_000004,knn,z_88_01068.png,0.006483591632298472
HE_000004,knn,z_90_01404.png,0.006483591632298472
HE_000005,knn,z_84_01493.png,0.021436330778150766
HE_000005,knn,z_82_01493.png,0.021436330778150766
HE_000005,knn,z_90_01149.png,0.021436330778150766
HE_000005,knn,z_80_01493.png,0.021436330778150766
HE_000005,knn,z_88_01149.png,0.021436330778150766
HE_000005,knn,z_80_00687.png,0.021436330778150766
HE_000005,knn,z_84_01624.png,0.021436330778150766
HE_000005,knn,z_82_01526.png,0.021436330778150766
HE_000005,knn,z_82_00658.png,0.021436330778150766
HE_000005,knn,z_90_00758.png,0.021436330778150766
HE_000005,knn,z_90_00419.png,0.021436330778150766
HE_000006,knn,z_84_00373.png,0.006666590655383086
HE_000006,knn,z_86_00380.png,0.006666590655383086
HE_000006,knn,z_88_00152.png,0.006666590655383086
HE_000006,knn,z_80_00162.png,0.006666590655383086
HE_000006,knn,z_84_00380.png,0.006666590655383086
HE_000006,knn,z_84_01091.png,0.006666590655383086
HE_000006,knn,z_86_00332.png,0.006666590655383086
HE_000006,knn,z_80_01091.png,0.006666590655383086
HE_000006,knn,z_86_01404.png,0.006666590655383086
HE_000006,knn,z_82_00162.png,0.006666590655383086
HE_000006,knn,z_80_00373.png,0.006666590655383086
HE_000007,knn,z_84_00658.png,0.014551092259400912
HE_000007,knn,z_84_00544.png,0.014551092259400912
HE_000007,knn,z_80_00170.png,0.014551092259400912
HE_000007,knn,z_80_01116.png,0.014551092259400912
HE_000007,knn,z_80_00113.png,0.014551092259400912
HE_000007,knn,z_88_00544.png,0.014551092259400912
HE_000007,knn,z_84_00262.png,0.014551092259400912
HE_000007,knn,z_88_01116.png,0.014551092259400912
HE_000007,knn,z_90_00544.png,0.014551092259400912
HE_000007,knn,z_90_01116.png,0.014551092259400912
HE_000007,knn,z_86_00170.png,0.014551092259400912
HE_000008,knn,z_86_00243.png,0.03789338353825939
HE_000008,knn,z_90_00193.png,0.03789338353825939
HE_000008,knn,z_90_00243.png,0.03789338353825939
HE_000008,knn,z_86_00193.png,0.03789338353825939
HE_000008,knn,z_88_01566.png,0.03789338353825939
HE_000008,knn,z_84_00243.png,0.03789338353825939
HE_000008,knn,z_88_00243.png,0.03789338353825939
HE_000008,knn,z_88_00193.png,0.03789338353825939
HE_000008,knn,z_84_01107.png,0.03789338353825939
HE_000008,knn,z_86_01566.png,0.03789338353825939
HE_000008,knn,z_84_01566.png,0.03789338353825939
HE_000009,knn,z_84_01451.png,0.016361142848018515
HE_000009,knn,z_80_00113.png,0.016361142848018515
HE_000009,knn,z_82_00157.png,0.016361142848018515
HE_000009,knn,z_82_00113.png,0.016361142848018515
HE_000009,knn,z_88_00292.png,0.016361142848018515
HE_000009,knn,z_86_01624.png,0.016361142848018515
HE_000009,knn,z_80_00157.png,0.016361142848018515
HE_000009,knn,z_86_01203.png,0.016361142848018515
HE_000009,knn,z_82_01203.png,0.016361142848018515
HE_000009,knn,z_90_00419.png,0.016361142848018515
HE_000009,knn,z_86_00170.png,0.016361142848018515
HE_000010,knn,z_84_01423.png,0.01790552381761902
HE_000010,knn,z_90_01536.png,0.01790552381761902
HE_000010,knn,z_84_01536.png,0.01790552381761902
HE_000010,knn,z_90_01365.png,0.01790552381761902
HE_000010,knn,z_82_01423.png,0.01790552381761902
HE_000010,knn,z_88_00218.png,0.01790552381761902
HE_000010,knn,z_90_00545.png,0.01790552381761902
HE_000010,knn,z_90_00780.png,0.01790552381761902
HE_000010,knn,z_82_01149.png,0.01790552381761902
HE_000010,knn,z_80_01624.png,0.01790552381761902
HE_000010,knn,z_86_00218.png,0.01790552381761902
HE_000011,knn,z_86_00243.png,0.0357964180185306
HE_000011,knn,z_90_00193.png,0.0357964180185306
HE_000011,knn,z_90_00243.png,0.0357964180185306
HE_000011,knn,z_86_00193.png,0.0357964180185306
HE_000011,knn,z_90_01107.png,0.0357964180185306
HE_000011,knn,z_84_00243.png,0.0357964180185306
HE_000011,knn,z_88_00243.png,0.0357964180185306
HE_000011,knn,z_88_00193.png,0.0357964180185306
HE_000011,knn,z_84_01107.png,0.0357964180185306
HE_000011,knn,z_86_01107.png,0.0357964180185306
HE_000011,knn,z_88_01107.png,0.0357964180185306
HE_000012,knn,z_84_00170.png,0.013025307054835443
HE_000012,knn,z_88_00419.png,0.013025307054835443
HE_000012,knn,z_82_00170.png,0.013025307054835443
HE_000012,knn,z_90_00253.png,0.013025307054835443
HE_000012,knn,z_82_01451.png,0.013025307054835443
HE_000012,knn,z_80_01451.png,0.013025307054835443
HE_000012,knn,z_86_01240.png,0.013025307054835443
HE_000012,knn,z_88_01451.png,0.013025307054835443
HE_000012,knn,z_90_01240.png,0.013025307054835443
HE_000012,knn,z_84_00433.png,0.013025307054835443
HE_000012,knn,z_82_00433.png,0.013025307054835443
HE_000013,knn,z_88_00545.png,0.020385276876490475
HE_000013,knn,z_90_01123.png,0.020385276876490475
HE_000013,knn,z_90_01438.png,0.020385276876490475
HE_000013,knn,z_80_00775.png,0.020385276876490475
HE_000013,knn,z_88_01438.png,0.020385276876490475
HE_000013,knn,z_84_01536.png,0.020385276876490475
HE_000013,knn,z_82_01423.png,0.020385276876490475
HE_000013,knn,z_90_00545.png,0.020385276876490475
HE_000013,knn,z_90_00275.png,0.020385276876490475
HE_000013,knn,z_90_00775.png,0.020385276876490475
HE_000013,knn,z_88_01536.png,0.020385276876490475
HE_000014,knn,z_90_01149.png,0.014859163005913324
HE_000014,knn,z_80_01149.png,0.014859163005913324
HE_000014,knn,z_82_00218.png,0.014859163005913324
HE_000014,knn,z_80_00218.png,0.014859163005913324
HE_000014,knn,z_82_00687.png,0.014859163005913324
HE_000014,knn,z_80_01516.png,0.014859163005913324
HE_000014,knn,z_82_01516.png,0.014859163005913324
