image_name,0,1,2,3,4,5,6,7,label
z_84_01493.png,-0.031251572199439984,0.09035020469078014,0.07134862103033182,0.05473440152170744,-0.0799712599321554,-0.045714569973479835,-0.014951816178007669,0.01264231556067522,0
z_88_00157.png,-0.03458219725458459,0.1052682730685219,0.17796040816124653,0.03977877250884043,-0.08448579534022924,-0.08048283424728203,0.05733599511076091,0.010983369417695461,0
z_84_00658.png,-0.026043909305472807,0.09535718450305534,0.11210943346461494,0.04887856012888687,-0.06972131332707997,-0.06443652774915926,-0.04206406918828065,0.007254755858224584,0
z_86_01468.png,-0.02521684212974639,0.12868298043472645,0.0929038948903106,0.04068362340037023,-0.08426045341721504,-0.09898550534172695,0.13328772475239956,-0.0008659186301778069,0
z_84_01341.png,-0.005256921619422188,0.07196903776528724,0.03474264989403161,0.04426925079844206,-0.0673426792347574,-0.048368834566904405,-0.12353454484857856,-0.012315845806148954,0
z_82_01493.png,-0.03377820631821374,0.09284343311545928,0.08530439159874602,0.05593383323910316,-0.0811301164649459,-0.04694536186193354,-0.00872351433454866,0.015479770122157958,0
z_84_00373.png,-0.006088967448845388,0.07444682449960023,0.05406856106412922,0.04339958505756035,-0.06540384125131116,-0.049708626151684025,-0.12606800673298593,-0.009462058704172122,0
z_84_00544.png,-0.025871824600076716,0.09063638149150796,0.09759472711307471,0.04776038376615563,-0.07829429002465489,-0.0684708478110164,-0.04378246432390002,0.005768856090132231,0
z_86_00243.png,-0.03377022153938494,0.15834287160800922,0.29307068484378634,0.022330438338097534,-0.0783813008525556,-0.1286217993259217,0.21213871027164252,0.006139497817821616,0
z_84_01451.png,-0.02039923968285085,0.08285438565085759,0.06198549190137144,0.04264776440554635,-0.07305460959406655,-0.06167236805049039,-0.038682227176096914,-0.0015323888138785097,0
z_84_01423.png,-0.03470728234292438,0.116238460526647,0.1625860131809027,0.04449999884883077,-0.09038231351648139,-0.09318206439802498,0.08623693271133022,0.004028141306750825,0
z_90_00193.png,-0.03901578587551142,0.15828433713753765,0.29982313249226794,0.02760425900113789,-0.08793947459571687,-0.097248894548395,0.2576387286515476,0.010802710804653887,0
z_84_00170.png,-0.020962456835831086,0.08401840450255169,0.060598789041893864,0.05032366674047825,-0.07304678110604171,-0.05319063720688605,-0.0813630135234891,0.0017891277216879513,0
z_88_00545.png,-0.029131127279143524,0.1269259323173941,0.17987984028113627,0.036381873323442976,-0.07373207434146516,-0.10429578390472222,0.07883785594609632,0.004310950318050286,0
