image_name,0,1,2,3,4,5,6,7,label
No13.jpg,0.9737049341201782,-1.7655794620513916,-0.7955567240715027,-1.0952332019805908,-3.5472278594970703,-2.638967990875244,1.7282265424728394,1.4569182395935059,0
No15.jpg,0.8975813984870911,-1.5702531337738037,-0.7187154293060303,-0.964972734451294,-3.2054338455200195,-2.2678658962249756,1.504333257675171,1.249127984046936,0
No19.jpg,0.9295531511306763,-1.7166204452514648,-0.7740176320075989,-1.0532586574554443,-3.5291998386383057,-2.5082671642303467,1.5839853286743164,1.374684453010559,0
no1005.jpg,1.2428436279296875,-2.049743413925171,-0.894417405128479,-1.2022228240966797,-4.391860008239746,-2.938345432281494,1.7356548309326172,1.5787513256072998,0
no1011.jpg,1.1598856449127197,-1.860294222831726,-0.8234957456588745,-1.1006720066070557,-3.9995005130767822,-2.6720495223999023,1.6692171096801758,1.487990379333496,0
no102.jpg,1.244887113571167,-2.023261070251465,-0.9112269282341003,-1.2009751796722412,-4.399023532867432,-2.931753158569336,1.7387208938598633,1.588587999343872,0
no1023.jpg,1.2459187507629395,-2.136725902557373,-0.953242838382721,-1.2523248195648193,-4.430290222167969,-3.0291686058044434,1.9099154472351074,1.687490463256836,0
no1025.jpg,0.6826997995376587,-1.3696517944335938,-0.6335171461105347,-0.885348916053772,-2.6469075679779053,-2.0392284393310547,1.4972968101501465,1.1361792087554932,0
no1029.jpg,0.9188104271888733,-1.7206059694290161,-0.7902559041976929,-1.0611555576324463,-3.4676058292388916,-2.472993850708008,1.6674911975860596,1.375641942024231,0
no1034.jpg,0.9677313566207886,-1.6092934608459473,-0.7337886691093445,-0.9569524526596069,-3.4022107124328613,-2.3253772258758545,1.4885890483856201,1.267146110534668,0
no1037.jpg,1.1496392488479614,-1.9567924737930298,-0.8668837547302246,-1.1424410343170166,-4.144257545471191,-2.7996597290039062,1.7331807613372803,1.5476586818695068,0
no1040.jpg,1.0413256883621216,-1.857071876525879,-0.8397544026374817,-1.1290875673294067,-3.8054637908935547,-2.709463119506836,1.7425920963287354,1.4603372812271118,0
no1042.jpg,0.840528130531311,-1.5546061992645264,-0.6794092655181885,-0.9800965785980225,-3.1095972061157227,-2.2548716068267822,1.4897305965423584,1.2336130142211914,0
no1043.jpg,1.1469122171401978,-2.091452121734619,-0.9257930517196655,-1.2450315952301025,-4.2922821044921875,-2.9760918617248535,1.8838539123535156,1.6323100328445435,0
no1044.jpg,1.2438313961029053,-2.027745008468628,-0.8969728350639343,-1.2082237005233765,-4.39945125579834,-2.923475980758667,1.732890248298645,1.5876470804214478,0
no1064.jpg,0.9743189811706543,-1.7666352987289429,-0.801612913608551,-1.090827465057373,-3.541226387023926,-2.5807552337646484,1.7602754831314087,1.4425992965698242,0
no1067.jpg,1.0837093591690063,-1.7972705364227295,-0.780004620552063,-1.0597046613693237,-3.8295953273773193,-2.5791616439819336,1.5928575992584229,1.4168708324432373,0
no1084.jpg,0.9791772365570068,-1.9417173862457275,-0.9030426740646362,-1.2061775922775269,-3.7167820930480957,-2.739130973815918,1.7827547788619995,1.5790055990219116,0
no1091.jpg,0.9781769514083862,-1.875296950340271,-0.849033772945404,-1.1907498836517334,-3.7341136932373047,-2.7656948566436768,1.809523582458496,1.5059174299240112,0
no1092.jpg,0.9388018846511841,-1.7159005403518677,-0.7632861137390137,-1.0653462409973145,-3.500624656677246,-2.4820079803466797,1.5454697608947754,1.380769968032837,0
no1094.jpg,0.9306648373603821,-1.716252088546753,-0.7573233842849731,-1.0686384439468384,-3.4865071773529053,-2.484126567840576,1.5417324304580688,1.3804466724395752,0
no1116.jpg,0.7166891098022461,-1.8544365167617798,-0.7542617321014404,-1.1243665218353271,-3.0856778621673584,-2.4030539989471436,1.6004809141159058,1.3642302751541138,0
no1119.jpg,0.950359046459198,-1.9020249843597412,-0.8720371723175049,-1.1718828678131104,-3.7026069164276123,-2.7134976387023926,1.849733829498291,1.5109487771987915,0
no1126.jpg,1.0820411443710327,-1.968369722366333,-0.8789106607437134,-1.1777048110961914,-3.9923758506774902,-2.7827720642089844,1.7569185495376587,1.5389232635498047,0
no1130.jpg,0.9440253973007202,-1.7241460084915161,-0.7631802558898926,-1.0694191455841064,-3.483302116394043,-2.478363275527954,1.5540456771850586,1.377584457397461,0
no1132.jpg,0.793672502040863,-1.707362174987793,-0.7620400190353394,-1.115929126739502,-3.158849000930786,-2.4891366958618164,1.7673922777175903,1.3647724390029907,0
no1147.jpg,0.7057541012763977,-1.7217886447906494,-0.7108219861984253,-1.0096335411071777,-2.9752087593078613,-2.301802158355713,1.5846284627914429,1.2868096828460693,0
no1161.jpg,0.6846609711647034,-1.8535465002059937,-0.786397397518158,-1.1520671844482422,-3.092778205871582,-2.380329132080078,1.6186554431915283,1.3476006984710693,0
no1164.jpg,0.723239541053772,-1.8906469345092773,-0.757021963596344,-1.1393187046051025,-2.936519145965576,-2.3290839195251465,1.614275336265564,1.3365650177001953,0
